objective value:                     16691228.7610438
x1                                                  1 	(obj:187.876647)
x14766                                          15.75 	(obj:56.600718)
x15110                                             18 	(obj:48.635262)
x14948                                          22.25 	(obj:49.9251885)
x14955                                          22.25 	(obj:51.4946145)
x14959                                          22.25 	(obj:50.7099015)
x14967                                          22.25 	(obj:49.1404755)
x14970                                          22.25 	(obj:51.4946145)
x15199                                             19 	(obj:49.989842)
x15210                                             19 	(obj:52.116702)
x15233                                             19 	(obj:47.862982)
x15244                                             19 	(obj:49.989842)
x15266                                             19 	(obj:54.243562)
x15278                                             19 	(obj:47.862982)
x15120                                             18 	(obj:48.635262)
x15123                                             18 	(obj:57.367278)
x15131                                             18 	(obj:51.545934)
x15135                                             18 	(obj:48.635262)
x14806                                          15.75 	(obj:56.600718)
x14975                                          22.25 	(obj:51.4946145)
x15046                                       6.355964 	(obj:51.545934)
x15057                                             18 	(obj:54.456606)
x15065                                             18 	(obj:48.635262)
x15068                                             18 	(obj:57.367278)
x15076                                             18 	(obj:51.545934)
x15080                                             18 	(obj:48.635262)
x15087                                             18 	(obj:54.456606)
x15091                                             18 	(obj:51.545934)
x15098                                             18 	(obj:57.367278)
x15102                                             18 	(obj:54.456606)
x15142                                             18 	(obj:54.456606)
x15311                                             19 	(obj:54.243562)
x15367                                          17.75 	(obj:46.29310825)
x15371                                          17.75 	(obj:44.78915075)
x15378                                          17.75 	(obj:47.79706575)
x15382                                          17.75 	(obj:46.29310825)
x15389                                          17.75 	(obj:49.30102325)
x15393                                          17.75 	(obj:47.79706575)
x15401                                          17.75 	(obj:44.78915075)
x15404                                          17.75 	(obj:49.30102325)
x15412                                          17.75 	(obj:46.29310825)
x15416                                          17.75 	(obj:44.78915075)
x15423                                          17.75 	(obj:47.79706575)
x15427                                          17.75 	(obj:46.29310825)
x15434                                          17.75 	(obj:49.30102325)
x15438                                          17.75 	(obj:47.79706575)
x15782                                           17.5 	(obj:43.219268)
x15620                                          16.25 	(obj:49.61802325)
x15627                                          16.25 	(obj:51.31939825)
x15631                                          16.25 	(obj:50.46871075)
x15639                                          16.25 	(obj:48.76733575)
x15642                                          16.25 	(obj:51.31939825)
x15871                                          20.25 	(obj:45.2385085)
x15882                                          20.25 	(obj:46.3118395)
x15905                                          20.25 	(obj:44.1651775)
x15916                                          20.25 	(obj:45.2385085)
x15938                                          20.25 	(obj:47.3851705)
x15950                                          20.25 	(obj:44.1651775)
x15792                                           17.5 	(obj:43.219268)
x15795                                           17.5 	(obj:46.933118)
x15803                                           17.5 	(obj:44.457218)
x15807                                           17.5 	(obj:43.219268)
x15478                                          17.75 	(obj:47.79706575)
x15647                                          16.25 	(obj:51.31939825)
x15703                                           17.5 	(obj:44.457218)
x15707                                           17.5 	(obj:43.219268)
x15714                                           17.5 	(obj:45.695168)
x15718                                           17.5 	(obj:44.457218)
x15725                                           17.5 	(obj:46.933118)
x15729                                           17.5 	(obj:45.695168)
x15737                                           17.5 	(obj:43.219268)
x15740                                           17.5 	(obj:46.933118)
x15748                                           17.5 	(obj:44.457218)
x15752                                           17.5 	(obj:43.219268)
x15759                                           17.5 	(obj:45.695168)
x15763                                           17.5 	(obj:44.457218)
x15770                                           17.5 	(obj:46.933118)
x15774                                           17.5 	(obj:45.695168)
x15814                                           17.5 	(obj:45.695168)
x15983                                          20.25 	(obj:47.3851705)
x16039                                           23.5 	(obj:48.2635355)
x16043                                           23.5 	(obj:47.0114085)
x16050                                           23.5 	(obj:49.5156625)
x16054                                           23.5 	(obj:48.2635355)
x16061                                           23.5 	(obj:50.7677895)
x16065                                           23.5 	(obj:49.5156625)
x16073                                           23.5 	(obj:47.0114085)
x16076                                           23.5 	(obj:50.7677895)
x16084                                           23.5 	(obj:48.2635355)
x16088                                           23.5 	(obj:47.0114085)
x16095                                           23.5 	(obj:49.5156625)
x16099                                           23.5 	(obj:48.2635355)
x16106                                           23.5 	(obj:50.7677895)
x16110                                           23.5 	(obj:49.5156625)
x16454                                           17.5 	(obj:47.9634855)
x16292                                          18.25 	(obj:55.278937)
x16299                                          18.25 	(obj:61.135873)
x16303                                          18.25 	(obj:58.207405)
x16311                                          18.25 	(obj:52.350469)
x16314                                          18.25 	(obj:61.135873)
x16543                                        6.06611 	(obj:54.062982)
x16577                                           16.5 	(obj:51.21429)
x16588                                           16.5 	(obj:54.062982)
x16610                                           16.5 	(obj:59.760366)
x16622                                           16.5 	(obj:51.21429)
x16464                                           17.5 	(obj:47.9634855)
x16467                                           17.5 	(obj:57.5895705)
x16475                                           17.5 	(obj:51.1721805)
x16479                                           17.5 	(obj:47.9634855)
x16150                                           23.5 	(obj:49.5156625)
x16375                                           17.5 	(obj:51.1721805)
x16379                                           17.5 	(obj:47.9634855)
x16386                                           17.5 	(obj:54.3808755)
x16390                                           17.5 	(obj:51.1721805)
x16397                                           17.5 	(obj:57.5895705)
x16401                                           17.5 	(obj:54.3808755)
x16409                                           17.5 	(obj:47.9634855)
x16412                                           17.5 	(obj:57.5895705)
x16420                                           17.5 	(obj:51.1721805)
x16424                                           17.5 	(obj:47.9634855)
x16431                                           17.5 	(obj:54.3808755)
x16435                                           17.5 	(obj:51.1721805)
x16442                                           17.5 	(obj:57.5895705)
x16446                                           17.5 	(obj:54.3808755)
x16486                                           17.5 	(obj:54.3808755)
x16655                                           16.5 	(obj:59.760366)
x16711                                             18 	(obj:42.419372)
x16715                                             18 	(obj:40.732448)
x16722                                             18 	(obj:44.106296)
x16726                                             18 	(obj:42.419372)
x16733                                             18 	(obj:45.79322)
x16737                                             18 	(obj:44.106296)
x16745                                             18 	(obj:40.732448)
x16748                                             18 	(obj:45.79322)
x16756                                             18 	(obj:42.419372)
x16760                                             18 	(obj:40.732448)
x16767                                             18 	(obj:44.106296)
x16771                                             18 	(obj:42.419372)
x16778                                             18 	(obj:45.79322)
x16782                                             18 	(obj:44.106296)
x17126                                          14.75 	(obj:53.55620625)
x16964                                          15.25 	(obj:48.0416205)
x16971                                          15.25 	(obj:50.3309505)
x16975                                          15.25 	(obj:49.1862855000001)
x16983                                          15.25 	(obj:46.8969555)
x16986                                          15.25 	(obj:50.3309505)
x17215                                      12.743082 	(obj:56.912991)
x17249                                           13.5 	(obj:54.669993)
x17260                                           13.5 	(obj:56.912991)
x17294                                           13.5 	(obj:54.669993)
x17136                                          14.75 	(obj:53.55620625)
x17139                                          14.75 	(obj:59.9776777499999)
x17147                                      11.309247 	(obj:55.69669675)
x16822                                             18 	(obj:44.106296)
x16991                                          15.25 	(obj:50.3309505)
x17081                                          14.75 	(obj:53.55620625)
x17084                                        7.40007 	(obj:59.9776777499999)
x17092                                          14.75 	(obj:55.69669675)
x17096                                          14.75 	(obj:53.55620625)
x17103                                          14.75 	(obj:57.83718725)
x17107                                          14.75 	(obj:55.69669675)
x17114                                          14.75 	(obj:59.9776777499999)
x17118                                          14.75 	(obj:57.83718725)
x17383                                          19.25 	(obj:52.2605794999999)
x17387                                          19.25 	(obj:51.4017985)
x17394                                          19.25 	(obj:53.1193605000001)
x17398                                          19.25 	(obj:52.2605794999999)
x17405                                          19.25 	(obj:53.9781415)
x17409                                          19.25 	(obj:53.1193605000001)
x17417                                          19.25 	(obj:51.4017985)
x17420                                          19.25 	(obj:53.9781415)
x17428                                          19.25 	(obj:52.2605794999999)
x17432                                          19.25 	(obj:51.4017985)
x17439                                          19.25 	(obj:53.1193605000001)
x17443                                          19.25 	(obj:52.2605794999999)
x17450                                          19.25 	(obj:53.9781415)
x17454                                          19.25 	(obj:53.1193605000001)
x17798                                          20.25 	(obj:51.465875)
x17636                                           19.5 	(obj:44.7172005)
x17643                                           19.5 	(obj:45.6292545)
x17647                                           19.5 	(obj:45.1732275)
x17655                                           19.5 	(obj:44.2611735)
x17658                                           19.5 	(obj:45.6292545)
x17887                                      13.329606 	(obj:49.353992)
x17898                                             20 	(obj:50.504712)
x17921                                             20 	(obj:48.203272)
x17932                                             20 	(obj:49.353992)
x17954                                             20 	(obj:51.6554319999999)
x17966                                             20 	(obj:48.203272)
x17808                                          20.25 	(obj:51.465875)
x17811                                          20.25 	(obj:59.636507)
x17819                                          20.25 	(obj:54.189419)
x17823                                          20.25 	(obj:51.465875)
x17494                                          19.25 	(obj:53.1193605000001)
x17663                                           19.5 	(obj:45.6292545)
x17753                                          20.25 	(obj:51.465875)
x17756                                          20.25 	(obj:59.636507)
x17764                                          20.25 	(obj:54.189419)
x17768                                          20.25 	(obj:51.465875)
x17775                                          20.25 	(obj:56.912963)
x17779                                          20.25 	(obj:54.189419)
x17786                                          20.25 	(obj:59.636507)
x17790                                          20.25 	(obj:56.912963)
x17830                                          20.25 	(obj:56.912963)
x9601                               0.928641086424392 	(obj:1000)
x9743                                              23 	(obj:44.86246)
x9819                                            18.5 	(obj:50.4393264999999)
x9827                                            18.5 	(obj:49.4371445)
x9830                                            18.5 	(obj:50.9404175)
x9838                                            18.5 	(obj:49.9382355)
x9842                                            18.5 	(obj:49.4371445)
x9849                                            18.5 	(obj:50.4393264999999)
x9853                                            18.5 	(obj:49.9382355)
x9860                                            18.5 	(obj:50.9404175)
x9864                                            18.5 	(obj:50.4393264999999)
x9872                                            18.5 	(obj:49.4371445)
x9875                                            18.5 	(obj:50.9404175)
x9883                                            18.5 	(obj:49.9382355)
x9887                                            18.5 	(obj:49.4371445)
x9894                                            18.5 	(obj:50.4393264999999)
x9898                                            18.5 	(obj:49.9382355)
x9713                                              23 	(obj:44.86246)
x9715                                              23 	(obj:42.003514)
x9717                                              23 	(obj:43.909478)
x9718                                              23 	(obj:44.86246)
x9721                                              23 	(obj:42.956496)
x9722                                              23 	(obj:43.909478)
x9725                                              23 	(obj:42.003514)
x9726                                              23 	(obj:42.956496)
x9728                                              23 	(obj:44.86246)
x9730                                              23 	(obj:42.003514)
x9732                                              23 	(obj:43.909478)
x9733                                              23 	(obj:44.86246)
x9736                                              23 	(obj:42.956496)
x9737                                              23 	(obj:43.909478)
x9740                                              23 	(obj:42.003514)
x9741                                              23 	(obj:42.956496)
x9905                                            18.5 	(obj:50.9404175)
x9907                                            18.5 	(obj:49.4371445)
x9909                                            18.5 	(obj:50.4393264999999)
x9910                                            18.5 	(obj:50.9404175)
x9913                                            18.5 	(obj:49.9382355)
x9914                                            18.5 	(obj:50.4393264999999)
x9917                                            18.5 	(obj:49.4371445)
x9918                                            18.5 	(obj:49.9382355)
x9920                                            18.5 	(obj:50.9404175)
x9922                                            18.5 	(obj:49.4371445)
x9924                                            18.5 	(obj:50.4393264999999)
x9925                                            18.5 	(obj:50.9404175)
x9928                                            18.5 	(obj:49.9382355)
x9929                                            18.5 	(obj:50.4393264999999)
x9932                                            18.5 	(obj:49.4371445)
x9933                                            18.5 	(obj:49.9382355)
x10103                                          17.25 	(obj:57.04372575)
x10155                                          21.25 	(obj:49.80624375)
x10163                                          21.25 	(obj:43.22290875)
x10166                                          21.25 	(obj:53.09791125)
x10174                                          21.25 	(obj:46.51457625)
x10178                                          21.25 	(obj:43.22290875)
x10185                                          21.25 	(obj:49.80624375)
x10189                                          21.25 	(obj:46.51457625)
x10196                                          21.25 	(obj:53.09791125)
x10200                                          21.25 	(obj:49.80624375)
x10208                                          21.25 	(obj:43.22290875)
x10211                                          21.25 	(obj:53.09791125)
x10219                                          21.25 	(obj:46.51457625)
x10223                                          21.25 	(obj:43.22290875)
x10230                                          21.25 	(obj:49.80624375)
x10234                                          21.25 	(obj:46.51457625)
x10073                                          17.25 	(obj:57.04372575)
x10075                                          17.25 	(obj:51.97295025)
x10077                                          17.25 	(obj:55.35346725)
x10078                                          17.25 	(obj:57.04372575)
x10081                                          17.25 	(obj:53.66320875)
x10082                                          17.25 	(obj:55.35346725)
x10085                                          17.25 	(obj:51.97295025)
x10086                                          17.25 	(obj:53.66320875)
x10088                                          17.25 	(obj:57.04372575)
x10090                                          17.25 	(obj:51.97295025)
x10092                                          17.25 	(obj:55.35346725)
x10093                                          17.25 	(obj:57.04372575)
x10096                                          17.25 	(obj:53.66320875)
x10097                                          17.25 	(obj:55.35346725)
x10100                                          17.25 	(obj:51.97295025)
x10101                                          17.25 	(obj:53.66320875)
x10241                                          21.25 	(obj:53.09791125)
x10243                                          21.25 	(obj:43.22290875)
x10245                                          21.25 	(obj:49.80624375)
x10246                                          21.25 	(obj:53.09791125)
x10249                                          21.25 	(obj:46.51457625)
x10250                                          21.25 	(obj:49.80624375)
x10253                                          21.25 	(obj:43.22290875)
x10254                                          21.25 	(obj:46.51457625)
x10256                                          21.25 	(obj:53.09791125)
x10258                                          21.25 	(obj:43.22290875)
x10260                                          21.25 	(obj:49.80624375)
x10261                                          21.25 	(obj:53.09791125)
x10264                                          21.25 	(obj:46.51457625)
x10265                                          21.25 	(obj:49.80624375)
x10268                                          21.25 	(obj:43.22290875)
x10269                                          21.25 	(obj:46.51457625)
x10439                                             13 	(obj:55.409045)
x10491                                       6.299637 	(obj:48.139968)
x10499                                          16.75 	(obj:46.611296)
x10502                                          16.75 	(obj:48.904304)
x10510                                          16.75 	(obj:47.375632)
x10514                                          16.75 	(obj:46.611296)
x10521                                          16.75 	(obj:48.139968)
x10525                                          16.75 	(obj:47.375632)
x10532                                          16.75 	(obj:48.904304)
x10536                                          16.75 	(obj:48.139968)
x10544                                          16.75 	(obj:46.611296)
x10547                                          16.75 	(obj:48.904304)
x10555                                          16.75 	(obj:47.375632)
x10559                                          16.75 	(obj:46.611296)
x10566                                          16.75 	(obj:48.139968)
x10570                                          16.75 	(obj:47.375632)
x10409                                             13 	(obj:55.409045)
x10411                                             13 	(obj:51.024275)
x10413                                             13 	(obj:53.947455)
x10414                                             13 	(obj:55.409045)
x10417                                             13 	(obj:52.485865)
x10418                                             13 	(obj:53.947455)
x10421                                             13 	(obj:51.024275)
x10422                                             13 	(obj:52.485865)
x10424                                             13 	(obj:55.409045)
x10426                                             13 	(obj:51.024275)
x10428                                             13 	(obj:53.947455)
x10429                                             13 	(obj:55.409045)
x10432                                             13 	(obj:52.485865)
x10433                                             13 	(obj:53.947455)
x10436                                             13 	(obj:51.024275)
x10437                                             13 	(obj:52.485865)
x10577                                          16.75 	(obj:48.904304)
x10579                                          16.75 	(obj:46.611296)
x10581                                          16.75 	(obj:48.139968)
x10582                                          16.75 	(obj:48.904304)
x10585                                          16.75 	(obj:47.375632)
x10586                                          16.75 	(obj:48.139968)
x10589                                          16.75 	(obj:46.611296)
x10590                                          16.75 	(obj:47.375632)
x10592                                          16.75 	(obj:48.904304)
x10594                                          16.75 	(obj:46.611296)
x10596                                          16.75 	(obj:48.139968)
x10597                                          16.75 	(obj:48.904304)
x10600                                          16.75 	(obj:47.375632)
x10601                                          16.75 	(obj:48.139968)
x10604                                          16.75 	(obj:46.611296)
x10605                                          16.75 	(obj:47.375632)
x10775                                          22.25 	(obj:55.50636375)
x10827                                       5.177898 	(obj:48.78561)
x10835                                           22.5 	(obj:46.41213)
x10838                                           22.5 	(obj:49.97235)
x10846                                           22.5 	(obj:47.59887)
x10850                                           22.5 	(obj:46.41213)
x10857                                           22.5 	(obj:48.78561)
x10861                                           22.5 	(obj:47.59887)
x10868                                           22.5 	(obj:49.97235)
x10872                                           22.5 	(obj:48.78561)
x10880                                           22.5 	(obj:46.41213)
x10883                                           22.5 	(obj:49.97235)
x10891                                           22.5 	(obj:47.59887)
x10895                                           22.5 	(obj:46.41213)
x10902                                           22.5 	(obj:48.78561)
x10906                                           22.5 	(obj:47.59887)
x10745                                          22.25 	(obj:55.50636375)
x10747                                          22.25 	(obj:50.32643025)
x10749                                          22.25 	(obj:53.77971925)
x10750                                          22.25 	(obj:55.50636375)
x10753                                          22.25 	(obj:52.05307475)
x10754                                          22.25 	(obj:53.77971925)
x10757                                          22.25 	(obj:50.32643025)
x10758                                          22.25 	(obj:52.05307475)
x10760                                          22.25 	(obj:55.50636375)
x10762                                          22.25 	(obj:50.32643025)
x10764                                          22.25 	(obj:53.77971925)
x10765                                          22.25 	(obj:55.50636375)
x10768                                          22.25 	(obj:52.05307475)
x10769                                          22.25 	(obj:53.77971925)
x10772                                          22.25 	(obj:50.32643025)
x10773                                          22.25 	(obj:52.05307475)
x10913                                           22.5 	(obj:49.97235)
x10915                                           22.5 	(obj:46.41213)
x10917                                           22.5 	(obj:48.78561)
x10918                                           22.5 	(obj:49.97235)
x10921                                           22.5 	(obj:47.59887)
x10922                                           22.5 	(obj:48.78561)
x10925                                           22.5 	(obj:46.41213)
x10926                                           22.5 	(obj:47.59887)
x10928                                           22.5 	(obj:49.97235)
x10930                                           22.5 	(obj:46.41213)
x10932                                           22.5 	(obj:48.78561)
x10933                                           22.5 	(obj:49.97235)
x10936                                           22.5 	(obj:47.59887)
x10937                                           22.5 	(obj:48.78561)
x10940                                           22.5 	(obj:46.41213)
x10941                                           22.5 	(obj:47.59887)
x11111                                           21.5 	(obj:60.077443)
x11182                                           17.5 	(obj:43.8095185)
x11186                                           17.5 	(obj:43.4222435)
x11193                                           17.5 	(obj:44.1967935)
x11197                                           17.5 	(obj:43.8095185)
x11204                                           17.5 	(obj:44.5840685)
x11208                                           17.5 	(obj:44.1967935)
x11216                                           17.5 	(obj:43.4222435)
x11219                                           17.5 	(obj:44.5840685)
x11227                                           17.5 	(obj:43.8095185)
x11231                                           17.5 	(obj:43.4222435)
x11238                                           17.5 	(obj:44.1967935)
x11242                                           17.5 	(obj:43.8095185)
x11083                                           21.5 	(obj:49.609609)
x11085                                           21.5 	(obj:56.588165)
x11086                                           21.5 	(obj:60.077443)
x11089                                           21.5 	(obj:53.098887)
x11090                                           21.5 	(obj:56.588165)
x11093                                           21.5 	(obj:49.609609)
x11094                                           21.5 	(obj:53.098887)
x11096                                           21.5 	(obj:60.077443)
x11098                                           21.5 	(obj:49.609609)
x11100                                           21.5 	(obj:56.588165)
x11101                                           21.5 	(obj:60.077443)
x11104                                           21.5 	(obj:53.098887)
x11105                                           21.5 	(obj:56.588165)
x11108                                           21.5 	(obj:49.609609)
x11109                                           21.5 	(obj:53.098887)
x11249                                           17.5 	(obj:44.5840685)
x11251                                           17.5 	(obj:43.4222435)
x11253                                           17.5 	(obj:44.1967935)
x11254                                           17.5 	(obj:44.5840685)
x11257                                           17.5 	(obj:43.8095185)
x11258                                           17.5 	(obj:44.1967935)
x11261                                           17.5 	(obj:43.4222435)
x11262                                           17.5 	(obj:43.8095185)
x11264                                           17.5 	(obj:44.5840685)
x11266                                           17.5 	(obj:43.4222435)
x11268                                           17.5 	(obj:44.1967935)
x11269                                           17.5 	(obj:44.5840685)
x11272                                           17.5 	(obj:43.8095185)
x11273                                           17.5 	(obj:44.1967935)
x11276                                           17.5 	(obj:43.4222435)
x11277                                           17.5 	(obj:43.8095185)
x11447                                          18.25 	(obj:53.25351875)
x11499                                          13.75 	(obj:46.7436055)
x11507                                          13.75 	(obj:44.3762955)
x11510                                          13.75 	(obj:47.9272605)
x11518                                          13.75 	(obj:45.5599505)
x11522                                          13.75 	(obj:44.3762955)
x11529                                          13.75 	(obj:46.7436055)
x11533                                          13.75 	(obj:45.5599505)
x11540                                          13.75 	(obj:47.9272605)
x11544                                          13.75 	(obj:46.7436055)
x11552                                          13.75 	(obj:44.3762955)
x11555                                          13.75 	(obj:47.9272605)
x11563                                          13.75 	(obj:45.5599505)
x11567                                          13.75 	(obj:44.3762955)
x11574                                          13.75 	(obj:46.7436055)
x11578                                          13.75 	(obj:45.5599505)
x11417                                          18.25 	(obj:53.25351875)
x11419                                          18.25 	(obj:47.22433925)
x11421                                          18.25 	(obj:51.24379225)
x11422                                          18.25 	(obj:53.25351875)
x11425                                          18.25 	(obj:49.23406575)
x11426                                          18.25 	(obj:51.24379225)
x11429                                          18.25 	(obj:47.22433925)
x11430                                          18.25 	(obj:49.23406575)
x11432                                          18.25 	(obj:53.25351875)
x11434                                          18.25 	(obj:47.22433925)
x11436                                          18.25 	(obj:51.24379225)
x11437                                          18.25 	(obj:53.25351875)
x11440                                          18.25 	(obj:49.23406575)
x11441                                          18.25 	(obj:51.24379225)
x11444                                          18.25 	(obj:47.22433925)
x11445                                          18.25 	(obj:49.23406575)
x11585                                          13.75 	(obj:47.9272605)
x11587                                          13.75 	(obj:44.3762955)
x11589                                          13.75 	(obj:46.7436055)
x11590                                          13.75 	(obj:47.9272605)
x11593                                          13.75 	(obj:45.5599505)
x11594                                          13.75 	(obj:46.7436055)
x11597                                          13.75 	(obj:44.3762955)
x11598                                          13.75 	(obj:45.5599505)
x11600                                          13.75 	(obj:47.9272605)
x11602                                          13.75 	(obj:44.3762955)
x11604                                          13.75 	(obj:46.7436055)
x11605                                          13.75 	(obj:47.9272605)
x11608                                          13.75 	(obj:45.5599505)
x11609                                          13.75 	(obj:46.7436055)
x11612                                          13.75 	(obj:44.3762955)
x11613                                          13.75 	(obj:45.5599505)
x11783                                          18.75 	(obj:47.01859075)
x11835                                           20.5 	(obj:56.048748)
x11843                                           20.5 	(obj:51.5745)
x11846                               20.3931986851119 	(obj:58.285872)
x11854                                           20.5 	(obj:53.811624)
x11858                                           20.5 	(obj:51.5745)
x11865                                           20.5 	(obj:56.048748)
x11869                                           20.5 	(obj:53.811624)
x11876                                           20.5 	(obj:58.285872)
x11880                                           20.5 	(obj:56.048748)
x11888                                           20.5 	(obj:51.5745)
x11891                                           20.5 	(obj:58.285872)
x11899                                           20.5 	(obj:53.811624)
x11903                                           20.5 	(obj:51.5745)
x11910                                           20.5 	(obj:56.048748)
x11914                                           20.5 	(obj:53.811624)
x11753                                          18.75 	(obj:47.01859075)
x11755                                          18.75 	(obj:43.18110325)
x11757                                          18.75 	(obj:45.73942825)
x11758                                          18.75 	(obj:47.01859075)
x11761                                          18.75 	(obj:44.46026575)
x11762                                          18.75 	(obj:45.73942825)
x11765                                          18.75 	(obj:43.18110325)
x11766                                          18.75 	(obj:44.46026575)
x11768                                          18.75 	(obj:47.01859075)
x11770                                          18.75 	(obj:43.18110325)
x11772                                          18.75 	(obj:45.73942825)
x11773                                          18.75 	(obj:47.01859075)
x11776                                          18.75 	(obj:44.46026575)
x11777                                          18.75 	(obj:45.73942825)
x11780                                          18.75 	(obj:43.18110325)
x11781                                          18.75 	(obj:44.46026575)
x11921                                           20.5 	(obj:58.285872)
x11923                                           20.5 	(obj:51.5745)
x11925                                           20.5 	(obj:56.048748)
x11926                                           20.5 	(obj:58.285872)
x11929                                           20.5 	(obj:53.811624)
x11930                                           20.5 	(obj:56.048748)
x11933                                           20.5 	(obj:51.5745)
x11934                                           20.5 	(obj:53.811624)
x11936                                           20.5 	(obj:58.285872)
x11938                                           20.5 	(obj:51.5745)
x11940                                           20.5 	(obj:56.048748)
x11941                                           20.5 	(obj:58.285872)
x11944                                           20.5 	(obj:53.811624)
x11945                                           20.5 	(obj:56.048748)
x11948                                           20.5 	(obj:51.5745)
x11949                                           20.5 	(obj:53.811624)
x12119                                          17.25 	(obj:47.83336825)
x12205                                          16.75 	(obj:55.82342275)
x12212                                          16.75 	(obj:59.36470775)
x12216                                          16.75 	(obj:57.59406525)
x12224                                          16.75 	(obj:54.05278025)
x12227                                          16.75 	(obj:59.36470775)
x12235                                          16.75 	(obj:55.82342275)
x12239                                          16.75 	(obj:54.05278025)
x12246                                          16.75 	(obj:57.59406525)
x12250                                          16.75 	(obj:55.82342275)
x12089                                          17.25 	(obj:47.83336825)
x12091                                          17.25 	(obj:44.63821975)
x12093                                          17.25 	(obj:46.76831875)
x12094                                          17.25 	(obj:47.83336825)
x12097                                          17.25 	(obj:45.70326925)
x12098                                          17.25 	(obj:46.76831875)
x12101                                          17.25 	(obj:44.63821975)
x12102                                          17.25 	(obj:45.70326925)
x12104                                          17.25 	(obj:47.83336825)
x12106                                          17.25 	(obj:44.63821975)
x12108                                          17.25 	(obj:46.76831875)
x12109                                          17.25 	(obj:47.83336825)
x12112                                          17.25 	(obj:45.70326925)
x12113                                          17.25 	(obj:46.76831875)
x12116                                          17.25 	(obj:44.63821975)
x12117                                          17.25 	(obj:45.70326925)
x12259                                          16.75 	(obj:54.05278025)
x12261                                          16.75 	(obj:57.59406525)
x12262                                       16.47967 	(obj:59.36470775)
x12265                                      16.614835 	(obj:55.82342275)
x12455                                          20.75 	(obj:53.15524925)
x12507                                       5.463008 	(obj:56.474305)
x12541                                             24 	(obj:52.646545)
x12548                                             24 	(obj:60.302065)
x12552                                             24 	(obj:56.474305)
x12560                                             24 	(obj:48.818785)
x12563                                             24 	(obj:60.302065)
x12571                                             24 	(obj:52.646545)
x12575                                             24 	(obj:48.818785)
x12582                                             24 	(obj:56.474305)
x12586                                             24 	(obj:52.646545)
x12425                                          20.75 	(obj:53.15524925)
x12427                                          20.75 	(obj:50.33943275)
x12429                                          20.75 	(obj:52.21664375)
x12430                                          20.75 	(obj:53.15524925)
x12433                                          20.75 	(obj:51.27803825)
x12434                                          20.75 	(obj:52.21664375)
x12437                                          20.75 	(obj:50.33943275)
x12438                                          20.75 	(obj:51.27803825)
x12440                                          20.75 	(obj:53.15524925)
x12442                                          20.75 	(obj:50.33943275)
x12444                                          20.75 	(obj:52.21664375)
x12445                                          20.75 	(obj:53.15524925)
x12448                                          20.75 	(obj:51.27803825)
x12449                                          20.75 	(obj:52.21664375)
x12452                                          20.75 	(obj:50.33943275)
x12453                                          20.75 	(obj:51.27803825)
x12595                                             24 	(obj:48.818785)
x12597                                             24 	(obj:56.474305)
x12598                                             24 	(obj:60.302065)
x12601                                             24 	(obj:52.646545)
x12602                                             24 	(obj:56.474305)
x12605                                             24 	(obj:48.818785)
x12606                                             24 	(obj:52.646545)
x12608                                             24 	(obj:60.302065)
x12610                                             24 	(obj:48.818785)
x12612                                             24 	(obj:56.474305)
x12613                                             24 	(obj:60.302065)
x12616                                             24 	(obj:52.646545)
x12617                                             24 	(obj:56.474305)
x12620                                             24 	(obj:48.818785)
x12621                                             24 	(obj:52.646545)
x12791                                           20.5 	(obj:56.235659)
x12843                                          18.25 	(obj:45.541094)
x12851                                          18.25 	(obj:42.828122)
x12854                                          18.25 	(obj:46.89758)
x12862                                          18.25 	(obj:44.184608)
x12866                                          18.25 	(obj:42.828122)
x12873                                          18.25 	(obj:45.541094)
x12877                                          18.25 	(obj:44.184608)
x12884                                          18.25 	(obj:46.89758)
x12888                                          18.25 	(obj:45.541094)
x12896                                          18.25 	(obj:42.828122)
x12899                                          18.25 	(obj:46.89758)
x12907                                          18.25 	(obj:44.184608)
x12911                                          18.25 	(obj:42.828122)
x12918                                          18.25 	(obj:45.541094)
x12922                                          18.25 	(obj:44.184608)
x12761                                           20.5 	(obj:56.235659)
x12763                                           20.5 	(obj:45.854459)
